28540, 0, 
33476, 0, 
35186, 0, 
35159, 0, 
35263, 0, 
33824, 0, 
28095, 0, 
34924, 0, 
36011, 0, 
31770, 0, 
30657, 0, 
36386, 0, 
36304, 0, 
33807, 0, 
37169, 0, 
26964, 0, 
25668, 0, 
25044, 0, 
34315, 0, 
26748, 0, 
37118, 0, 
34570, 0, 
32053, 0, 
29594, 0, 
34596, 0, 
28852, 0, 
34044, 0, 
31568, 0, 
33699, 0, 
34279, 0, 
37036, 0, 
29902, 0, 
27507, 0, 
28800, 0, 
33057, 0, 
32515, 0, 
27694, 0, 
31768, 0, 
35340, 0, 
32105, 0, 
33470, 0, 
35882, 0, 
34064, 0, 
32771, 0, 
35060, 0, 
29389, 0, 
31190, 0, 
32683, 0, 
32095, 0, 
28371, 0, 
32488, 0, 
27797, 0, 
26729, 0, 
32110, 0, 
25228, 0, 
31567, 0, 
31200, 0, 
25130, 0, 
30571, 0, 
34008, 0, 
36431, 0, 
33781, 0, 
26425, 0, 
35222, 0, 
30486, 0, 
25474, 0, 
30972, 0, 
25038, 0, 
31812, 0, 
31425, 0, 
35101, 0, 
36238, 0, 
30873, 0, 
32392, 0, 
34848, 0, 
35856, 0, 
28242, 0, 
33607, 0, 
31123, 0, 
28324, 0, 
35562, 0, 
27143, 0, 
27159, 0, 
33008, 0, 
36910, 0, 
30811, 0, 
34042, 0, 
29973, 0, 
36695, 0, 
26671, 0, 
36123, 0, 
33167, 0, 
33657, 0, 
33560, 0, 
29239, 0, 
30103, 0, 
26380, 0, 
28677, 0, 
30581, 0, 
29871, 0, 
33631, 0, 
35202, 0, 
32302, 0, 
36789, 0, 
36130, 0, 
36166, 0, 
36526, 0, 
27832, 0, 
30574, 0, 
25360, 0, 
29265, 0, 
35396, 0, 
30443, 0, 
32009, 0, 
25832, 0, 
36033, 0, 
26178, 0, 
33138, 0, 
25635, 0, 
33757, 0, 
28258, 0, 
30682, 0, 
26194, 0, 
26488, 0, 
33739, 0, 
26403, 0, 
32338, 0, 
35893, 0, 
30009, 0, 
27490, 0, 
32983, 0, 
32292, 0, 
32308, 0, 
30799, 0, 
25091, 0, 
32411, 0, 
30975, 0, 
34398, 0, 
36729, 0, 
32048, 0, 
30257, 0, 
25014, 0, 
33649, 0, 
34941, 0, 
35984, 0, 
27695, 0, 
30924, 0, 
35298, 0, 
30064, 0, 
31528, 0, 
27219, 0, 
27169, 0, 
31050, 0, 
27397, 0, 
25650, 0, 
31599, 0, 
34002, 0, 
28323, 0, 
28447, 0, 
28035, 0, 
27259, 0, 
34362, 0, 
32246, 0, 
37313, 0, 
31979, 0, 
33196, 0, 
29914, 0, 
28545, 0, 
26266, 0, 
27546, 0, 
36205, 0, 
28018, 0, 
27531, 0, 
36950, 0, 
25768, 0, 
25221, 0, 
36134, 0, 
28240, 0, 
36550, 0, 
36654, 0, 
28083, 0, 
37174, 0, 
32206, 0, 
25570, 0, 
34367, 0, 
29336, 0, 
36596, 0, 
36854, 0, 
33132, 0, 
32031, 0, 
27515, 0, 
29120, 0, 
33830, 0, 
35273, 0, 
31474, 0, 
30754, 0, 
34200, 0, 
27964, 0, 
36037, 0, 
29863, 0, 
33532, 0, 
27523, 0, 
32945, 0, 
27389, 0, 
37459, 0, 
29267, 0, 
34593, 0, 
32475, 0, 
27171, 0, 
27265, 0, 
36482, 0, 
33583, 0, 
35983, 0, 
25796, 0, 
27113, 0, 
29160, 0, 
35363, 0, 
29464, 0, 
26624, 0, 
28311, 0, 
33702, 0, 
25405, 0, 
32301, 0, 
28309, 0, 
33951, 0, 
37305, 0, 
37057, 0, 
26542, 0, 
25022, 0, 
34923, 0, 
31841, 0, 
36222, 0, 
36340, 0, 
26669, 0, 
36799, 0, 
32483, 0, 
29325, 0, 
31469, 0, 
29004, 0, 
34158, 0, 
28757, 0, 
31717, 0, 
34933, 0, 
34897, 0, 
30614, 0, 
30850, 0, 
28221, 0, 
30113, 0, 
29240, 0, 
26581, 0, 
29623, 0, 
35553, 0, 
36234, 0, 
37318, 0, 
27954, 0, 
31620, 0, 
26308, 0, 
36648, 0, 
34994, 0, 
25563, 0, 
30920, 0, 
31035, 0, 
34720, 0, 
37368, 0, 
27861, 0, 
32998, 0, 
28229, 0, 
27220, 0, 
30616, 0, 
35596, 0, 
32910, 0, 
34179, 0, 
29778, 0, 
27632, 0, 
30985, 0, 
25217, 0, 
25652, 0, 
32198, 0, 
31417, 0, 
25138, 0, 
29827, 0, 
36038, 0, 
36775, 0, 
35720, 0, 
27589, 0, 
30260, 0, 
37117, 0, 
27619, 0, 
25777, 0, 
29949, 0, 
28344, 0, 
35289, 0, 
29717, 0, 
26445, 0, 
35765, 0, 
29467, 0, 
28061, 0, 
33571, 0, 
29005, 0, 
29975, 0, 
29247, 0, 
26459, 0, 
31427, 0, 
32275, 0, 
32128, 0, 
25471, 0, 
37243, 0, 
36456, 0, 
37115, 0, 
35549, 0, 
36491, 0, 
37439, 0, 
36187, 0, 
31782, 0, 
25085, 0, 
35641, 0, 
31922, 0, 
28704, 0, 
31777, 0, 
36826, 0, 
30159, 0, 
28244, 0, 
27041, 0, 
35351, 0, 
30198, 0, 
27806, 0, 
34131, 0, 
32171, 0, 
26139, 0, 
30575, 0, 
25304, 0, 
35481, 0, 
36656, 0, 
33382, 0, 
30300, 0, 
33417, 0, 
35471, 0, 
32828, 0, 
32365, 0, 
36829, 0, 
25031, 0, 
35129, 0, 
27504, 0, 
31505, 0, 
36421, 0, 
34470, 0, 
33694, 0, 
32182, 0, 
30222, 0, 
30029, 0, 
26516, 0, 
30007, 0, 
29689, 0, 
31331, 0, 
34736, 0, 
35439, 0, 
29860, 0, 
32035, 0, 
29698, 0, 
28408, 0, 
25145, 0, 
32641, 0, 
30062, 0, 
26184, 0, 
34137, 0, 
35538, 0, 
32684, 0, 
34030, 0, 
27150, 0, 
35034, 0, 
31267, 0, 
25953, 0, 
36169, 0, 
35785, 0, 
30000, 0, 
32860, 0, 
30822, 0, 
30160, 0, 
30425, 0, 
31807, 0, 
27764, 0, 
29447, 0, 
34009, 0, 
33309, 0, 
30870, 0, 
37392, 0, 
34623, 0, 
37489, 0, 
32791, 0, 
35936, 0, 
28055, 0, 
35598, 0, 
36320, 0, 
29740, 0, 
25313, 0, 
31957, 0, 
33462, 0, 
37372, 0, 
34951, 0, 
33686, 0, 
37347, 0, 
26854, 0, 
25336, 0, 
35787, 0, 
32269, 0, 
36195, 0, 
27754, 0, 
33434, 0, 
29087, 0, 
31647, 0, 
30798, 0, 
30831, 0, 
35049, 0, 
28428, 0, 
34549, 0, 
27449, 0, 
30085, 0, 
30262, 0, 
31712, 0, 
28684, 0, 
29705, 0, 
25843, 0, 
37374, 0, 
35744, 0, 
26663, 0, 
27106, 0, 
26208, 0, 
29234, 0, 
25854, 0, 
32592, 0, 
31576, 0, 
27799, 0, 
35949, 0, 
28178, 0, 
32686, 0, 
35767, 0, 
34524, 0, 
31510, 0, 
28703, 0, 
34517, 0, 
35662, 0, 
25334, 0, 
28421, 0, 
27337, 0, 
27967, 0, 
35642, 0, 
30076, 0, 
35602, 0, 
29171, 0, 
32223, 0, 
26124, 0, 
33047, 0, 
30337, 0, 
26834, 0, 
27412, 0, 
33163, 0, 
31998, 0, 
25587, 0, 
28894, 0, 
30216, 0, 
26480, 0, 
28878, 0, 
35567, 0, 
30485, 0, 
29829, 0, 
30426, 0, 
36762, 0, 
26441, 0, 
35198, 0, 
26736, 0, 
36630, 0, 
32930, 0, 
33402, 0, 
28243, 0, 
29657, 0, 
31238, 0, 
28694, 0, 
25220, 0, 
30597, 0, 
36074, 0, 
29081, 0, 
37011, 0, 
31739, 0, 
32590, 0, 
25322, 0, 
36552, 0, 
28278, 0, 
33811, 0, 
30954, 0, 
28452, 0, 
29272, 0, 
26200, 0, 
29317, 0, 
27870, 0, 
35754, 0, 
34442, 0, 
26970, 0, 
37217, 0, 
34608, 0, 
30803, 0, 
31483, 0, 
26887, 0, 
35414, 0, 
31501, 0, 
31153, 0, 
35530, 0, 
26000, 0, 
25037, 0, 
33600, 0, 
34472, 0, 
31536, 0, 
31025, 0, 
35215, 0, 
28474, 0, 
30747, 0, 
33275, 0, 
33491, 0, 
34555, 0, 
35423, 0, 
30989, 0, 
36619, 0, 
26017, 0, 
25010, 0, 
33078, 0, 
30233, 0, 
30327, 0, 
29748, 0, 
25163, 0, 
27112, 0, 
32750, 0, 
36861, 0, 
31694, 0, 
30338, 0, 
26108, 0, 
36519, 0, 
36779, 0, 
29469, 0, 
37076, 0, 
32435, 0, 
34988, 0, 
35474, 0, 
34095, 0, 
37075, 0, 
31222, 0, 
31194, 0, 
33888, 0, 
30949, 0, 
31313, 0, 
31411, 0, 
36900, 0, 
36150, 0, 
29719, 0, 
30857, 0, 
30385, 0, 
36424, 0, 
32616, 0, 
25359, 0, 
27779, 0, 
30617, 0, 
25728, 0, 
26799, 0, 
32761, 0, 
28652, 0, 
31031, 0, 
25982, 0, 
30301, 0, 
37041, 0, 
29532, 0, 
28863, 0, 
31934, 0, 
28713, 0, 
25934, 0, 
27924, 0, 
27892, 0, 
25345, 0, 
34347, 0, 
25154, 0, 
34969, 0, 
26925, 0, 
31371, 0, 
26704, 0, 
26603, 0, 
29583, 0, 
36164, 0, 
26046, 0, 
28712, 0, 
36909, 0, 
25462, 0, 
33125, 0, 
32357, 0, 
